GraphVizId,NodeID,Function,InDegree,OutDegree,DirectCalls,IndirectCalls,BBs,NumLoops,CondBranches,UnCondBranches,Instructions,MemOps,StaticAllocations,DynamicAllocations,BasicMathOps,LogicOps,BitShiftOps,RegisterOps,PortOps,ApiFilesystemCalls,ApiRegistryCalls,ApiNetworkCalls,ApiDLLCalls,ApiObjectCalls,ApiProcessCalls,ApiServiceCalls,ApiSynchronizationCalls,ApiSystemInformationCalls,ApiTimeCalls,code,category,vulnerable,coarse_category,MallocCallCount,FreeCallCount,GepCount,StringFuncCount,IndirectCallInstCount,CmpCount,SelectCount,PhiCount,ReturnCount,SwitchCount,MaxBBsize
n4,4,CWE78_OS_Command_Injection__wchar_t_listen_socket_w32_execvp_05_bad,0,16,16,0,28,0,13,14,144,79,11,0,5,0,0,2,0,0,0,7,0,0,1,0,0,0,0,"{
    wchar_t * data;
    wchar_t dataBuffer[100] = COMMAND_ARG2;
    data = dataBuffer;
    if(staticTrue)
    {
        {
#ifdef _WIN32
            WSADATA wsaData;
            int wsaDataInit = 0;
#endif
            int recvResult;
            struct sockaddr_in service;
            wchar_t *replace;
            SOCKET listenSocket = INVALID_SOCKET;
            SOCKET acceptSocket = INVALID_SOCKET;
            size_t dataLen = wcslen(data);
            do
            {
#ifdef _WIN32
                if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)
                {
                    break;
                }
                wsaDataInit = 1;
#endif
                
                listenSocket = socket(AF_INET, SOCK_STREAM, IPPROTO_TCP);
                if (listenSocket == INVALID_SOCKET)
                {
                    break;
                }
                memset(&service, 0, sizeof(service));
                service.sin_family = AF_INET;
                service.sin_addr.s_addr = INADDR_ANY;
                service.sin_port = htons(TCP_PORT);
                if (bind(listenSocket, (struct sockaddr*)&service, sizeof(service)) == SOCKET_ERROR)
                {
                    break;
                }
                if (listen(listenSocket, LISTEN_BACKLOG) == SOCKET_ERROR)
                {
                    break;
                }
                acceptSocket = accept(listenSocket, NULL, NULL);
                if (acceptSocket == SOCKET_ERROR)
                {
                    break;
                }
                /* Abort on error or the connection was closed */
                recvResult = recv(acceptSocket, (char *)(data + dataLen), sizeof(wchar_t) * (100 - dataLen - 1), 0);
                if (recvResult == SOCKET_ERROR || recvResult == 0)
                {
                    break;
                }
                /* Append null terminator */
                data[dataLen + recvResult / sizeof(wchar_t)] = L'\0';
                /* Eliminate CRLF */
                replace = wcschr(data, L'\r');
                if (replace)
                {
                    *replace = L'\0';
                }
                replace = wcschr(data, L'\n');
                if (replace)
                {
                    *replace = L'\0';
                }
            }
            while (0);
            if (listenSocket != INVALID_SOCKET)
            {
                CLOSE_SOCKET(listenSocket);
            }
            if (acceptSocket != INVALID_SOCKET)
            {
                CLOSE_SOCKET(acceptSocket);
            }
#ifdef _WIN32
            if (wsaDataInit)
            {
                WSACleanup();
            }
#endif
        }
    }
    {
        wchar_t *args[] = {COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL};
        /* wexecvp - searches for the location of the command among
         * the directories specified by the PATH environment variable */
        
        EXECVP(COMMAND_INT, args);
    }
}",OS_Command_Injection,1,InjectionCommand,0.0,0.0,21.0,2.0,0.0,13.0,0.0,0.0,1.0,0.0,25.0
n0,0,CWE761_Free_Pointer_Not_at_Start_of_Buffer__char_environment_07_bad,0,7,7,0,13,1,5,6,55,27,4,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"{
    char * data;
    data = (char *)malloc(100*sizeof(char));
    if (data == NULL) {exit(-1);}
    data[0] = '\0';
    {
        /* Append input from an environment variable to data */
        size_t dataLen = strlen(data);
        char * environment = GETENV(ENV_VARIABLE);
        /* If there is data in the environment variable */
        if (environment != NULL)
        {
            
            strncat(data+dataLen, environment, 100-dataLen-1);
        }
    }
    if(staticFive==5)
    {
        
        for (; *data != '\0'; data++)
        {
            if (*data == SEARCH_CHAR)
            {
                printLine(""We have a match!"");
                break;
            }
        }
        free(data);
    }
}",Free_Pointer_Not_at_Start_of_Buffer,1,MemoryManagement,1.0,1.0,5.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,11.0
n0,0,CWE253_Incorrect_Check_of_Function_Return_Value__char_fread_13_bad,0,3,3,0,5,0,2,2,18,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    if(GLOBAL_CONST_FIVE==5)
    {
        {
            
            char dataBuffer[100] = """";
            char * data = dataBuffer;
            
            if (fread((char *)data, sizeof(char), (size_t)(100-1), stdin) == 0)
            {
                printLine(""fread failed!"");
            }
        }
    }
}",Incorrect_Check_of_Function_Return_Value,1,ControlFlow,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,9.0
n5,5,CWE78_OS_Command_Injection__char_connect_socket_w32spawnl_64b_goodG2BSink,0,1,1,0,1,0,0,0,12,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    /* cast void pointer to a pointer of the appropriate type */
    char * * dataPtr = (char * *)dataVoidPtr;
    /* dereference dataPtr into data */
    char * data = (*dataPtr);
    /* spawnl - specify the path where the command is located */
    
    _spawnl(_P_WAIT, COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);
}",OS_Command_Injection,0,InjectionCommand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0
n0,0,CWE134_Uncontrolled_Format_String__char_file_snprintf_18_bad,0,9,9,0,9,0,3,5,51,24,6,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,"{
    char * data;
    char dataBuffer[100] = """";
    data = dataBuffer;
    goto source;
source:
    {
        /* Read input from a file */
        size_t dataLen = strlen(data);
        FILE * pFile;
        /* if there is room in data, attempt to read the input from a file */
        if (100-dataLen > 1)
        {
            pFile = fopen(FILENAME, ""r"");
            if (pFile != NULL)
            {
                
                if (fgets(data+dataLen, (int)(100-dataLen), pFile) == NULL)
                {
                    printLine(""fgets() failed"");
                    /* Restore NUL terminator if fgets fails */
                    data[dataLen] = '\0';
                }
                fclose(pFile);
            }
        }
    }
    goto sink;
sink:
    {
        char dest[100] = """";
        
        SNPRINTF(dest, 100-1, data);
        printLine(dest);
    }
}",Uncontrolled_Format_String,1,InjectionAPIInput,0.0,0.0,7.0,5.0,0.0,3.0,0.0,0.0,1.0,0.0,10.0
n0,0,CWE789_Uncontrolled_Mem_Alloc__malloc_wchar_t_fscanf_67_bad,0,2,2,0,1,0,0,0,12,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    size_t data;
     myStruct;
    /* Initialize data */
    data = 0;
    
    fscanf(stdin, ""%zu"", &data);
    myStruct.structFirst = data;
    (myStruct);
}",Uncontrolled_Mem_Alloc,1,MemoryManagement,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0
n0,0,CWE190_Integer_Overflow__short_max_preinc_68b_badSink,0,1,1,0,1,0,0,0,13,7,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    short data = ;
    {
        
        ++data;
        short result = data;
        printIntLine(result);
    }
}",Integer_Overflow,1,IntegerOverflow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0
n1,1,CWE134_Uncontrolled_Format_String__char_console_snprintf_66b_goodG2BSink,0,3,3,0,1,0,0,0,16,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    char * data = dataArray[2];
    {
        char dest[100] = """";
        
        SNPRINTF(dest, 100-1, data);
        printLine(dest);
    }
}",Uncontrolled_Format_String,0,InjectionAPIInput,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0
n0,0,CWE590_Free_Memory_Not_on_Heap__free_wchar_t_alloca_65_bad,0,2,1,1,1,0,0,0,19,13,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"{
    wchar_t * data;
    /* define a function pointer */
    void (*funcPtr) (wchar_t *) = ;
    data = NULL; /* Initialize data */
    {
        
        wchar_t * dataBuffer = (wchar_t *)ALLOCA(100*sizeof(wchar_t));
        wmemset(dataBuffer, L'A', 100-1); /* fill with 'A's */
        dataBuffer[100-1] = L'\0'; /* null terminate */
        data = dataBuffer;
    }
    /* use the function pointer */
    funcPtr(data);
}",Free_Memory_Not_on_Heap,1,MemoryManagement,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,19.0
n2,2,CWE190_Integer_Overflow__int64_t_fscanf_multiply_67b_goodB2GSink,0,2,2,0,6,0,2,3,24,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    int64_t data = myStruct.structFirst;
    if(data > 0) /* ensure we won't have an underflow */
    {
        
        if (data < (LLONG_MAX/2))
        {
            int64_t result = data * 2;
            printLongLongLine(result);
        }
        else
        {
            printLine(""data value is too large to perform arithmetic safely."");
        }
    }
}",Integer_Overflow,0,IntegerOverflow,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,11.0
n0,0,CWE195_Signed_to_Unsigned_Conversion_Error__negative_strncpy_08_bad,0,5,5,0,5,0,2,2,31,21,3,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,"{
    int data;
    /* Initialize data */
    data = -1;
    if(staticReturnsTrue())
    {
        
        data = -1;
    }
    {
        char source[100];
        char dest[100] = """";
        memset(source, 'A', 100-1);
        source[100-1] = '\0';
        if (data < 100)
        {
            
            strncpy(dest, source, data);
            dest[data] = '\0'; /* strncpy() does not always NULL terminate */
        }
        printLine(dest);
    }
}",Signed_to_Unsigned_Conversion_Error,1,IntegerArithmetic,0.0,0.0,10.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,10.0
n3,3,CWE401_Memory_Leak__strdup_wchar_t_22_goodG2BSink,0,0,0,0,3,0,1,1,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    {
        
        /* no deallocation */
        ; /* empty statement needed for some flow variants */
    }
}",Memory_Leak,0,Resource,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0
n0,0,CWE606_Unchecked_Loop_Condition__char_console_08_bad,0,9,9,0,19,1,8,10,86,37,6,0,6,0,0,3,0,2,0,0,0,0,0,0,0,0,0,"{
    char * data;
    char dataBuffer[100] = """";
    data = dataBuffer;
    if(staticReturnsTrue())
    {
        {
            /* Read input from the console */
            size_t dataLen = strlen(data);
            /* if there is room in data, read into it from the console */
            if (100-dataLen > 1)
            {
                
                if (fgets(data+dataLen, (int)(100-dataLen), stdin) != NULL)
                {
                    /* The next few lines remove the carriage return from the string that is
                     * inserted by fgets() */
                    dataLen = strlen(data);
                    if (dataLen > 0 && data[dataLen-1] == '\n')
                    {
                        data[dataLen-1] = '\0';
                    }
                }
                else
                {
                    printLine(""fgets() failed"");
                    /* Restore NUL terminator if fgets fails */
                    data[dataLen] = '\0';
                }
            }
        }
    }
    if(staticReturnsTrue())
    {
        {
            int i, n, intVariable;
            if (sscanf(data, ""%d"", &n) == 1)
            {
                
                intVariable = 0;
                for (i = 0; i < n; i++)
                {
                    
                    intVariable++; /* avoid a dead/empty code block issue */
                }
                printIntLine(intVariable);
            }
        }
    }
}",Unchecked_Loop_Condition,1,ControlFlow,0.0,0.0,6.0,4.0,0.0,8.0,0.0,0.0,1.0,0.0,13.0
n1,1,CWE563_Unused_Variable__unused_uninit_variable_char_22_goodB2G1Sink,0,2,2,0,4,0,1,2,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    {
        
        printLine(""Benign, fixed string"");
    }
    else
    {
        
        data = 'C';
        printHexCharLine(data);
    }
}",Unused_Variable,0,ControlFlow,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0
n1,1,CWE191_Integer_Underflow__int64_t_rand_predec_22_goodB2G1Sink,0,3,3,0,7,0,2,4,23,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    {
        
        printLine(""Benign, fixed string"");
    }
    else
    {
        
        if (data > LLONG_MIN)
        {
            --data;
            int64_t result = data;
            printLongLongLine(result);
        }
        else
        {
            printLine(""data value is too large to perform arithmetic safely."");
        }
    }
}",Integer_Underflow,0,IntegerUnderflow,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,8.0
n1,1,CWE124_Buffer_Underwrite__malloc_char_memcpy_68b_goodG2BSink,0,3,3,0,1,0,0,0,17,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        
        memcpy(data, source, 100*sizeof(char));
        /* Ensure the destination buffer is null terminated */
        data[100-1] = '\0';
        printLine(data);
        
    }
}",Buffer_Underwrite,0,BufferOverflowWrite,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0
n0,0,CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_memmove_11_bad,0,9,9,0,5,0,2,1,37,21,3,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,"{
    wchar_t * data;
    data = (wchar_t *)malloc(100*sizeof(wchar_t));
    if (data == NULL) {exit(-1);}
    if(globalReturnsTrue())
    {
        
        wmemset(data, L'A', 100-1); /* fill with L'A's */
        data[100-1] = L'\0'; /* null terminate */
    }
    {
        wchar_t dest[50] = L"""";
        
        memmove(dest, data, wcslen(data)*sizeof(wchar_t));
        dest[50-1] = L'\0'; /* Ensure the destination buffer is null terminated */
        printWLine(data);
        free(data);
    }
}",Heap_Based_Buffer_Overflow,1,BufferOverflowWrite,1.0,1.0,7.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,18.0
n0,0,CWE681_Incorrect_Conversion_Between_Numeric_Types__double2float_04_bad,0,4,4,0,4,0,1,2,18,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    if(STATIC_CONST_TRUE)
    {
        {
            char inputBuffer[CHAR_ARRAY_SIZE];
            double doubleNumber = 0;
            /* Enter: 1e-50, result should be 0.0 (for  case)
             *
             * Note: alternate input
             * 999999999999999999999999999999999999999999999999999999999999999
             */
            if (fgets(inputBuffer, CHAR_ARRAY_SIZE, stdin) != NULL)
            {
                /* Read a double */
                doubleNumber = atof(inputBuffer);
            }
            else
            {
                printLine(""fgets() failed."");
            }
            
            printFloatLine((float)doubleNumber);
        }
    }
}",Incorrect_Conversion_Between_Numeric_Types,1,IntegerArithmetic,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0
n3,3,CWE400_Resource_Exhaustion__fscanf_sleep_22_goodG2BSink,0,2,2,0,3,0,1,1,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"{
    {
        
        SLEEP(count);
        printLine(""Sleep time possibly too long"");
    }
}",Resource_Exhaustion,0,Resource,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0
n2,2,CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int_memmove_22_goodG2B2Source,0,2,2,0,5,0,2,1,16,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    {
        
        data = (int *)malloc(100*sizeof(int));
        if (data == NULL) {exit(-1);}
    }
    return data;
}",Heap_Based_Buffer_Overflow,0,BufferOverflowWrite,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0
n2,2,CWE789_Uncontrolled_Mem_Alloc__malloc_char_fgets_63b_goodB2GSink,0,6,6,0,7,0,3,2,32,16,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    size_t data = *dataPtr;
    {
        char * myString;
        
        
        if (data > strlen(HELLO_STRING) && data < 100)
        {
            myString = (char *)malloc(data*sizeof(char));
            if (myString == NULL) {exit(-1);}
            /* Copy a small string into myString */
            strcpy(myString, HELLO_STRING);
            printLine(myString);
            free(myString);
        }
        else
        {
            printLine(""Input is less than the length of the source string or too large"");
        }
    }
}",Uncontrolled_Mem_Alloc,0,MemoryManagement,1.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,10.0
n2,2,CWE190_Integer_Overflow__int64_t_fscanf_postinc_67b_goodB2GSink,0,2,2,0,4,0,1,2,22,11,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    int64_t data = myStruct.structFirst;
    
    if (data < LLONG_MAX)
    {
        data++;
        int64_t result = data;
        printLongLongLine(result);
    }
    else
    {
        printLine(""data value is too large to perform arithmetic safely."");
    }
}",Integer_Overflow,0,IntegerOverflow,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0
n1,1,CWE127_Buffer_Underread__wchar_t_alloca_loop_68b_goodG2BSink,0,2,2,0,5,1,1,3,31,21,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    {
        size_t i;
        wchar_t dest[100];
        wmemset(dest, L'C', 100-1); /* fill with 'C's */
        dest[100-1] = L'\0'; /* null terminate */
        
        for (i = 0; i < 100; i++)
        {
            dest[i] = data[i];
        }
        /* Ensure null termination */
        dest[100-1] = L'\0';
        printWLine(dest);
    }
}",Buffer_Underread,0,BufferOverflowRead,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0
n1,1,CWE404_Improper_Resource_Shutdown__open_fclose_66b_goodB2GSink,0,1,1,0,3,0,1,1,14,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    int data = dataArray[2];
    if (data != -1)
    {
        
        CLOSE(data);
    }
}",Improper_Resource_Shutdown,0,Resource,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0
n0,0,CWE369_Divide_by_Zero__int_listen_socket_divide_09_bad,0,11,11,0,22,0,10,11,88,42,6,0,1,0,0,4,0,0,0,5,0,0,0,0,0,0,0,"{
    int data;
    /* Initialize data */
    data = -1;
    if(GLOBAL_CONST_TRUE)
    {
        {
#ifdef _WIN32
            WSADATA wsaData;
            int wsaDataInit = 0;
#endif
            int recvResult;
            struct sockaddr_in service;
            SOCKET listenSocket = INVALID_SOCKET;
            SOCKET acceptSocket = INVALID_SOCKET;
            char inputBuffer[CHAR_ARRAY_SIZE];
            do
            {
#ifdef _WIN32
                if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)
                {
                    break;
                }
                wsaDataInit = 1;
#endif
                
                listenSocket = socket(AF_INET, SOCK_STREAM, IPPROTO_TCP);
                if (listenSocket == INVALID_SOCKET)
                {
                    break;
                }
                memset(&service, 0, sizeof(service));
                service.sin_family = AF_INET;
                service.sin_addr.s_addr = INADDR_ANY;
                service.sin_port = htons(TCP_PORT);
                if (bind(listenSocket, (struct sockaddr*)&service, sizeof(service)) == SOCKET_ERROR)
                {
                    break;
                }
                if (listen(listenSocket, LISTEN_BACKLOG) == SOCKET_ERROR)
                {
                    break;
                }
                acceptSocket = accept(listenSocket, NULL, NULL);
                if (acceptSocket == SOCKET_ERROR)
                {
                    break;
                }
                /* Abort on error or the connection was closed */
                recvResult = recv(acceptSocket, inputBuffer, CHAR_ARRAY_SIZE - 1, 0);
                if (recvResult == SOCKET_ERROR || recvResult == 0)
                {
                    break;
                }
                /* NUL-terminate the string */
                inputBuffer[recvResult] = '\0';
                /* Convert to int */
                data = atoi(inputBuffer);
            }
            while (0);
            if (listenSocket != INVALID_SOCKET)
            {
                CLOSE_SOCKET(listenSocket);
            }
            if (acceptSocket != INVALID_SOCKET)
            {
                CLOSE_SOCKET(acceptSocket);
            }
#ifdef _WIN32
            if (wsaDataInit)
            {
                WSACleanup();
            }
#endif
        }
    }
    if(GLOBAL_CONST_TRUE)
    {
        
        printIntLine(100 / data);
    }
}",Divide_by_Zero,1,IntegerArithmetic,0.0,0.0,11.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,15.0
n1,1,CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_alloca_snprintf_66b_goodG2BSink,0,3,3,0,1,0,0,0,18,13,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    wchar_t * data = dataArray[2];
    {
        wchar_t source[100];
        wmemset(source, L'C', 100-1); /* fill with L'C's */
        source[100-1] = L'\0'; /* null terminate */
        
        SNPRINTF(data, 100, L""%s"", source);
        printWLine(data);
    }
}",Stack_Based_Buffer_Overflow,0,BufferOverflowWrite,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0
